"facility_id","admin_area_1","admin_area_2","admin_area_3"
"qpyaCZuZxZx","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"qQpBT1CP8eY","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"QQsfN0FpDGU","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"QqSkHt2vLvl","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"QRc5MpV5Zts","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"qrfT3L9YO0c","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"QRmrW2KSw7E","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"qRroK8G1NdU","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"qRWMwz2zOp2","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"qTqTdojssVw","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"QtQuJs4drLH","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"qUajs0mhlbX","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"quI1OYvSBPV","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"QUKQlheaguk","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"QUME57YvrvB","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"SmhBEilCJ8h","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"qV7RnLkuF5g","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"qVjkv57fvWb","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"QVns3TeYJ8H","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"Qw9TMKRVyYN","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"QY6PYYlyHc3","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"qYHXGSTNij8","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"Qyjaz9S0zaB","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"qYV2YCq6MNp","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"qZ20lY26Zhi","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"qzi6uFHa251","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"qzKscgrRHcZ","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"QzMhEz3E0eZ","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"qZWI3x37dyN","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"qZzHnpyeJyI","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"R1bec89l3UY","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"r2j91lQa516","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"R2mfQFBYghX","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"r2sAyRDfgNU","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"r3oWdQofL1r","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"R51ydsDcgeB","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"r5kFjZtm6fX","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"r5tDghDcwfn","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"r5tFSDk2b8N","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"r6zuyKcnbDC","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"R7iT0ozHwhk","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"r7uj9eW2zCi","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"r8YiLD53wqA","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"R9QcV5vI9ij","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"R9siosZGUNf","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"r9yhzcMuDa7","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"rajvxcpGpWt","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"RB5YfilIXTy","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"RBAiyJ9u8im","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"rbciS8Qybzo","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"RBH49SMclnb","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"RbhNPaoniaH","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"RbKsWbfS6LA","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"rBQzyDOllhb","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"RbrrEAl4xGX","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"rBTEnsD0X8Z","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"rC42Q9ltl0P","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"Rc6mdgR6jQc","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"rC7i1uDARQP","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Kariba District"
"RCcVLhP0OOz","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"RciFvYGZ2xo","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"RcNBj1T8gKb","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"RcSUy8MhT4H","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"RCt0okSOJQ9","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"RcwEC1ZF6TD","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"rd5Uf966GNs","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"RE3XdcTPvmu","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"ReI6ypjpjBE","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"rF3ZY8pOeYJ","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"rf7X8GX6O7P","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"rFH7LpwTegK","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"rFtocyzKceW","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"rG1ZkDLI96T","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"RG4VU0RvA6Q","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"rGSQkc52bpf","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"RGvXTGJ3oi8","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"rgwsrQ1Zk7k","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"rgzyJUhxM9t","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"rHLCABNPo7W","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"rho03NzB39h","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"RjPaRRmbrJq","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"rJTW3RmBVPS","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"RjVkEZqu46z","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"rJxDGCugmYm","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"rK0xaIy0Zmq","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"rlJrYWDSmmU","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"rMKGhtQZNmM","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"RMm3Voi4zch","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"rn0AGNueA6V","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"RnD0rb3ufox","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"rnitJg9Wlsg","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"rnPGEznV0Bb","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"RNy892dYSXr","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"rO0zd2ABjrh","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"roaeQ67MQBu","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"roGzelO4gPi","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"RoTcH4q3GCv","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"rOWtl12FU0f","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"RPASqynqwCM","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Nkulumane District"
"RpIt6aXERVj","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"RPldbqpVgwA","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"rpPjMCPbVId","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"rpR9uJUifr4","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"rprerQGVIlD","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"RR17IHFupHB","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"rrBkoOMZ2AC","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"rrBuO3LiAUY","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"rrwRWdBIu4E","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"rs48hsAHBof","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"rsn7P5OG1qd","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"RssHyAx1haj","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"RSSxBl2rcG1","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"RSWJwvm4fOh","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"rSzWOU0r2dC","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"rt2UEccM5K5","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"ru92cefCXx3","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"RUbBKXlaAGF","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"rUmvSFmllUB","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"RuNy7DaalFJ","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"RUUfP2v2ixg","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"ruXNO3dNxpx","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"Rv1oggEFLdV","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"rV7p7ulQYVL","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"rVJWSV6Rw4o","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"RVTCuLOTnIC","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"rVVyFuRAfpN","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"rW0hFHerdeG","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"rWhTP9rL1pr","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"RwJRAOopzWO","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"RXs4ee54yhG","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"RXt6JRztoPs","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"ryH9uEbUw1F","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"ryHT5F30qfA","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"rYxjnRpUUVH","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"RyXYCIjkAWw","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"rYYHPlFexrg","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"rzb4Tw8eRDn","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"rZD7HDCc67F","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"RzpKJ0Szgz3","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"rzWIrDCE3FA","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"s0sZR1GDeoX","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"s11E1ddJRAJ","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"s1BtvNQ1vRc","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"S1GqAxgw4iD","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"s2aXJCgTb0O","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"s2XKQ7ZiCub","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"S32hXpOtszS","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"s4DMLIyHvLV","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"s6XW9zO319h","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"S78mlIqzWcK","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"S7ihrtajal5","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"s7X1foLFGE8","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"s8hVhOA5Ibt","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"s8Rvbv1DURq","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"S9f6KQakc2E","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"s9H39zxxy8a","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"s9QmWcrI4t9","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"sa6I2X2iibD","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"SAAdC9MLpwY","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"SamIzZkG4Sg","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"SAngGyM4l6h","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"SBU9jFNPzpX","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"SbxuBIpMpI0","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"scgHyOj7lEc","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"ScPDUtDOQ7r","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"sCYa4AlPTb9","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"SDh1YVOVccE","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"sdN3U9AOEpk","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"sDzK8Pt7tQU","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"SEcjSX1FQAw","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"SfajShecAp5","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"sFfKzYeVI4U","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"SfjgNrMMfET","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"SgPs0vNlPpn","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"ShaUoNIfalb","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"SHBczc4h9R2","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"ShBRKNawnxh","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"shdHYR7Vlpv","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"sHepiNm6jQz","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"sHMQrK4mrVe","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"shQMP49WeqE","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"sirWV0cn0Tt","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Sj0rbpas8DA","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"sj8YmWTp8vL","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
